iso3c,country_name,year,has_any_quota,quota_strength_ordinal,quota_voluntary_party,quota_legislated_candidate,quota_reserved_seats,quota_temporal_basis,quota_source_file,quota_match_status,quota_notes
FRA,France,2015,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2016,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2017,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2018,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2019,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2020,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2021,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2022,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2023,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
FRA,France,2024,1,2,1,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1990,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1991,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1992,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1993,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1994,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1995,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1996,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1997,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1998,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,1999,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2000,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2001,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2002,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2003,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2004,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2005,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2006,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2007,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2008,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2009,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2010,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2011,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2012,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2013,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2014,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2015,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2016,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2017,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2018,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2019,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2020,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2021,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2022,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2023,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GAB,Gabon,2024,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1990,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1991,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1992,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1993,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1994,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1995,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1996,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1997,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1998,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,1999,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2000,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2001,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2002,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2003,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2004,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2005,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2006,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2007,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2008,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2009,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2010,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2011,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2012,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2013,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2014,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2015,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2016,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2017,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2018,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2019,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2020,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2021,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2022,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2023,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GBR,United Kingdom,2024,1,1,1,0,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GEO,Georgia,1990,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1991,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1992,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1993,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1994,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1995,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1996,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1997,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1998,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,1999,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2000,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2001,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2002,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2003,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2004,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2005,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2006,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2007,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2008,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2009,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2010,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2011,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2012,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2013,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2014,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2015,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2016,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2017,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2018,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2019,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2020,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2021,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2022,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2023,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GEO,Georgia,2024,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1990,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1991,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1992,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1993,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1994,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1995,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1996,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1997,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1998,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,1999,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2000,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2001,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2002,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2003,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2004,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2005,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2006,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2007,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2008,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2009,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2010,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2011,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2012,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2013,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2014,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2015,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2016,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2017,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2018,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2019,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2020,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2021,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2022,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2023,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GHA,Ghana,2024,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GIN,Guinea,1990,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1991,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1992,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1993,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1994,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1995,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1996,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1997,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1998,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,1999,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2000,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2001,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2002,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2003,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2004,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2005,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2006,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2007,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2008,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2009,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2010,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2011,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2012,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2013,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2014,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2015,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2016,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2017,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2018,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2019,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2020,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2021,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2022,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2023,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GIN,Guinea,2024,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
GMB,The Gambia,1990,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1991,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1992,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1993,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1994,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1995,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1996,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1997,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1998,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,1999,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2000,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2001,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2002,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2003,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2004,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2005,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2006,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2007,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2008,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2009,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2010,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2011,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2012,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2013,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2014,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2015,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2016,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2017,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2018,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2019,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2020,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2021,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2022,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2023,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GMB,The Gambia,2024,0,0,0,0,0,not_in_quota_export,,manual_review_needed,No matched record in selected IDEA export.
GNB,Guinea-Bissau,1990,1,2,0,1,0,current_snapshot_only,export_table.csv,matched,No start/end year fields detected in export_table.csv; do not interpret as historical event series.
